fecha,precio,diferencia_minimo
2015-01-02,0.0,0.0
2015-01-09,25.9,1.3015075376884422
2015-01-16,26.9,1.3517587939698492
2015-01-23,26.9,1.3517587939698492
2015-01-30,26.9,1.3517587939698492
2015-02-06,26.9,1.3517587939698492
2015-02-13,26.9,1.2809523809523808
2015-02-20,26.9,1.3517587939698492
2015-02-27,26.9,1.3585858585858586
2015-03-06,26.9,1.3759590792838874
2015-03-13,26.9,1.3759590792838874
2015-03-20,26.9,1.3794871794871795
2015-03-27,26.9,1.3794871794871795
2015-04-03,26.9,1.3794871794871795
2015-04-10,24.5,1.2564102564102564
2015-04-17,22.0,1.1282051282051282
2015-04-24,22.0,1.0731707317073171
2015-05-01,22.0,1.0731707317073171
2015-05-08,22.0,1.1859838274932615
2015-05-15,22.0,1.1859838274932615
2015-05-22,22.0,1.1859838274932615
2015-05-29,22.0,1.2571428571428571
2015-06-05,22.0,1.2256267409470754
2015-06-12,22.0,1.2256267409470754
2015-06-19,22.0,1.2256267409470754
2015-06-26,22.0,1.1578947368421053
2015-07-03,22.0,1.2716763005780347
2015-07-10,22.0,1.1578947368421053
2015-07-17,22.0,1.2607449856733526
2015-07-24,26.9,1.5415472779369628
2015-07-31,26.9,1.393782383419689
2015-08-07,25.0,1.3513513513513513
2015-08-14,25.0,1.25
2015-08-21,25.0,1.2531328320802007
2015-08-28,25.0,1.2506253126563283
2015-09-04,25.0,1.3164823591363877
2015-09-11,25.0,1.2506253126563283
2015-09-18,25.0,1.240694789081886
2015-09-25,25.0,1.3227513227513228
2015-10-02,25.0,1.256281407035176
2015-10-09,25.0,1.240694789081886
2015-10-16,25.0,1.3227513227513228
2015-10-23,25.0,1.3227513227513228
2015-10-30,25.0,1.240694789081886
2015-11-06,25.0,1.240694789081886
2015-11-13,25.0,1.240694789081886
2015-11-20,25.0,1.240694789081886
2015-11-27,25.0,1.240694789081886
2015-12-04,25.0,1.240694789081886
2015-12-11,25.0,1.240694789081886
2015-12-18,25.0,1.1415525114155252
2015-12-25,25.0,1.1415525114155252
2016-01-08,25.0,1.1737089201877935
2016-01-15,25.0,1.2953367875647668
2016-01-22,25.0,1.240694789081886
2016-01-29,25.0,1.240694789081886
2016-02-05,25.0,1.2953367875647668
2016-02-10,25.0,1.3227513227513228
2016-02-19,25.0,1.1627906976744187
2016-02-26,25.0,1.1961722488038278
2016-03-04,20.9,1.0245098039215685
2016-03-11,25.0,1.278772378516624
2016-03-18,25.0,1.2254901960784315
2016-03-25,25.0,1.2254901960784315
2016-04-01,25.0,1.199040767386091
2016-04-08,26.9,1.2809523809523808
2016-04-15,26.9,1.3349875930521091
2016-04-22,26.9,1.3349875930521091
